Designator	Value	1st Vendor Part No	Center-X	Center-Y	Rotation
D13	4V7	MMSZ4688T1G	11.3250	40.7000	180
D14	4V7	MMSZ4688T1G	17.9250	40.7000	180
D15	4V7	MMSZ4688T1G	17.9250	42.6000	180
D16	4V7	MMSZ4688T1G	24.1250	40.8000	180
D17	4V7	MMSZ4688T1G	5.3250	40.9500	180
D8	STPS3L60U	STPS3L60U	28.4500	42.9750	90
D9	DFLS160-7	DFLS160-7	36.7500	53.3750	0
DS1	APHHS1005LSECK/J3-PF	APHHS1005LSECK-J3-PF	7.5750	65.8000	90
FB1	330R-0603	BLM18PG331SN1D	31.4250	44.1500	90
FB2	120R-0402	BLM15PD121SN1D	16.5000	5.9000	270
GPS1	9001997	9001997	12.3250	21.8000	0
J1	SR4L002	SR4L002	20.6000	78.4000	90
L1	LQG15HN3N3S02D	LQG15HN3N3S02D	14.6500	69.7250	0
L2	LQG15HN27NJ02D	LQG15HN27NJ02D	23.1000	71.5000	90
L3	LQW15AN12NG00D	LQW15AN12NG00D	18.6500	70.6250	180
L4	XFL4020-332MEC	XFL4020-332MEC	36.3150	49.8000	0
L7	LQP03TN8N2J02D	LQP03TN8N2J02D	3.5750	6.7000	0
P1	532530370	532530370	42.5500	31.7250	270
P2	SM10B-PASS	SM10B-PASS-TBT	31.9500	14.0250	270
PTC1	TRF250-183	TRF250-183-2	28.1000	-0.7000	0
Q1	PMF170XP	PMF170XP,115	36.8500	41.1750	180
Q2	NCV8402ASTT1G	NCV8402ASTT1G	23.7750	6.0500	0
R1	10K-0201	ERJ-1GNF1002C	7.5750	52.7500	180
R11	82K-0201	ERJ-1GNF8202C	32.6000	48.9250	270
R13	82K-0201	ERJ-1GNF8202C	39.2000	52.3750	90
R12	47K-0201	ERJ-1GNF4702C	39.2000	50.7750	90
R15	10K-0201	ERJ-2RKF1002X	37.9750	39.3000	270
R23	10K-0201	ERJ-2RKF1002X	4.1250	4.7500	90
R16	1.1K-0201	ERJ-1GNF1101C	38.2000	36.2250	90
R19	10R-0402	ERJ-2RKF10R0X	2.6500	60.7000	270
R2	100K-0402	ERJ-2RKF1003X	5.1750	52.4250	90
R8	100K-0402	ERJ-2RKF1003X	30.1000	49.1250	0
R10	100K-0402	ERJ-2RKF1003X	28.6000	48.5500	90
R14	100K-0402	ERJ-2RKF1003X	39.0000	30.9000	270
R17	100K-0402	ERJ-2RKF1003X	39.0000	28.2500	270
R18	100K-0402	ERJ-2RKF1003X	36.9500	38.8500	270
R24	100K-0402	ERJ-2RKF1003X	6.9250	38.9000	270
R25	100K-0402	ERJ-2RKF1003X	23.0250	44.2000	0
R29	100K-0402	ERJ-2RKF1003X	13.4250	38.9000	270
R32	100K-0402	ERJ-2RKF1003X	14.9250	43.1703	90
R35	100K-0402	ERJ-2RKF1003X	19.9250	38.9000	270
R20	1.5K-0201	RC0201FR-071K5L	12.2000	1.8000	0
R22	1.5K-0201	RC0201FR-071K5L	10.8750	1.8000	0
R26	10K-0805	ERJ-6GEYJ103V	10.8250	38.7750	0
R30	10K-0805	ERJ-6GEYJ103V	17.4250	38.7500	0
R33	10K-0805	ERJ-6GEYJ103V	17.6500	44.5250	0
R36	10K-0805	ERJ-6GEYJ103V	23.9250	38.8000	0
R28	4.7K-0402	ERJ-2RKF4701X	21.3250	42.3000	90
R38	2.2K-0402	ERJ-2RKF2201X	2.5250	39.1500	270
R39	150R-0603	ERJ-3EKF1500V	4.6208	39.1694	0
R5	150R-0402	ERJ-2RKF1500X	7.5750	63.8000	270
R21	150R-0402	ERJ-2RKF1500X	15.4500	5.9000	90
R27	150R-0402	ERJ-2RKF1500X	17.2500	49.6000	270
R31	150R-0402	ERJ-2RKF1500X	18.1500	49.6000	270
R34	150R-0402	ERJ-2RKF1500X	10.5250	49.6000	90
R37	150R-0402	ERJ-2RKF1500X	19.0500	49.6000	270
R40	150R-0402	ERJ-2RKF1500X	9.6250	49.6000	90
R6	1M-0402	ERJ-2RKF1004X	29.6000	46.8000	180
R7	430K-0201	ERJ-1GNF4303C	33.4250	48.9250	90
R9	51K-0402	ERJ-2RKF5102X	27.2000	46.8000	0
SIM HOLDER1	78800-0001	78800-0001			
U1	NRF9160-SICA-B1A-R	nRF9160-SICA-B1A-R	14.0750	59.5000	90
U10	EVA-M8Q-0-10	EVA-M8Q-0-10	10.6000	5.9000	0
U11	SN74LVC14ARGYR	SN74LVC14ARGYR	11.0251	44.3001	270
U12	SN74LVC125ARGYR	SN74LVC125ARGYR	4.7751	44.3001	270
U2	SST26VF032BT-104I-MF	SST26VF032BT-104I-MF	4.7000	56.3500	180
U3	TPS54160DGQ	TPS54160DGQ	30.5000	51.5000	0
U4	LTC4065LEDC-4.1#TRMPBF	LTC4065LEDC-4.1#TRMPBF	38.8000	34.1000	90
U5	ADP162AUJZ-3.3-R7	ADP162AUJZ-3.3-R7	24.1000	48.7000	270
U6	LIS2DH12TR	LIS2DH12TR	6.7750	61.0000	180
U7	TPS22915CYFPR	TPS22915CYFPR	17.9750	6.6500	0
U8	SAFFB1G56KB0F0A	SAFFB1G56KB0F0A	2.2413	7.1250	270
U9	BGA824N6E6327XTSA1	BGA824N6E6327XTSA1	4.6500	6.7000	180
Y1	32.768KHZ	ABS05-32.768KHZ-9-T	5.7000	3.7000	270
