Designator;Value;1st Vendor Part No;Center-X;Center-Y;Rotation
FB2;600R-0603;BLM18SP601SH1D;35.0750;46.0359;90
FB4;BLM18PG181SN1D;BLM18PG181SN1D;11.2891;5.7258;90
FB5;BLM18PG181SN1D;BLM18PG181SN1D;44.9428;43.7340;90
GPS1;9001997;9001997;21.7500;26.0500;270
L1;SRN5040-4R7M;SRN5040-4R7M;25.7250;5.8250;0
L2;1285AS-H-2R2M;1285AS-H-2R2M;23.8813;43.8725;90
L6;1285AS-H-2R2M;1285AS-H-2R2M;32.9873;45.4321;0
L4;LQP03TN8N2J02D;LQP03TN8N2J02D;7.8950;43.6194;0
L5;LQP03TN6N8J02D;LQP03TN6N8J02D;13.9450;44.6444;0
Q1;NX3008CBKS;NX3008CBKS,115;32.8054;9.1750;180
Q3;PMF170XP;PMF170XP,115;64.4031;39.6155;0
Q4;BSS214NW;BSS214NWH6327XTSA1;40.8000;39.9500;0
Q5;SQ2319ADS-T1_GE3;SQ2319ADS-T1_GE3;8.8368;5.8750;90
R1;470K-0402;ERJ-2RKF4703X;46.0000;35.7250;0
R10;20K-0402;ERJ-2RKF2002X;31.0981;42.2339;90
R11;0R-0201;ERJ-1GN0R00C;38.4928;39.9500;270
R12;100R-0402;ERJ-2RKF1000X;25.6000;46.5750;90
R29;100R-0402;ERJ-2RKF1000X;27.4500;46.6000;90
R14;560K-0402;RC0402FR-07560KL;30.5054;6.6250;90
R23;560K-0402;RC0402FR-07560KL;47.0564;35.7250;90
R15;13K-0402;ERJ-2RKF1302X;33.0054;6.1250;180
R16;1M-0402;ERJ-2RKF1004X;19.7749;9.8750;90
R18;39K-0402;ERJ-2RKF3902X;16.3557;9.8750;90
R19;270K-0402;ERJ-2RKF2703X;17.5500;9.8750;90
R2;100R-0402;ERJ-2RKF1000X;53.6750;46.9890;90
R3;100R-0402;ERJ-2RKF1000X;56.7836;46.9890;90
R4;100R-0402;ERJ-2RKF1000X;54.7163;46.9890;270
R5;100R-0402;ERJ-2RKF1000X;57.8066;46.9890;270
R6;100R-0402;ERJ-2RKF1000X;55.7532;46.9890;270
R7;100R-0402;ERJ-2RKF1000X;58.6279;43.9557;0
R20;100R-0402;ERJ-2RKF1000X;32.9750;4.9250;0
R22;100R-0402;ERJ-2RKF1000X;32.9515;3.8492;0
R25;100R-0402;ERJ-2RKF1000X;44.9500;35.7250;90
R21;10K-0402;ERJ-2RKF1002X;66.4829;40.3210;90
R28;10K-0402;ERJ-2RKF1002X;6.1750;4.0250;0
R24;1K-0402;ERJ-2RKF1001X;57.5815;36.2436;0
R26;10R-0402;ERJ-2RKF10R0X;49.6063;45.9185;90
R27;0R-0402;ERJ-2GE0R00X;9.4868;7.7963;180
RF_R1;0R-0402;ERJ-2GE0R00X;73.8000;6.6000;270
RF_R2;0R-0402;ERJ-2GE0R00X;72.7750;5.2250;270
RF_R3;0R-0402;ERJ-2GE0R00X;82.4750;6.8500;270
RF_R4;0R-0402;ERJ-2GE0R00X;81.2750;5.3500;270
R41;10K-0201;ERJ-1GNF1002C;20.0450;42.2694;180
R42;150R-0402;ERJ-2RKF1500X;30.0451;42.2339;270
R8;1.2M-0402;ERJ-2GEJ125X;30.5054;9.1750;90
R17;1.2M-0402;ERJ-2GEJ125X;61.6500;39.0750;180
R9;47K-0402;ERJ-2RKF4702X;33.0054;7.1750;180
RF_GNSS_S1;1.2PF-0201-50V;GJM0335C1H1R2BB01D;6.9700;38.1848;0
RF_GNSS_S2;LQP03TN5N6H02D;LQP03TN5N6H02D;6.9700;40.3918;0
RF_P2;1.2PF-0402-50V;GJM1555C1H1R2BB01D;67.4000;22.9478;270
RF_P4;LQW15AN12NG00D;LQW15AN12NG00D;66.7750;25.6750;0
RF_S1;18PF-0402-50V;GJM1555C1H180FB01D;67.8500;21.4000;0
RF_S2;18PF-0402-50V;GJM1555C1H180FB01D;67.8500;24.6750;0
SIM1;0201AAAG06A;0201AAAG06A;45.0000;7.3250;0
U1;MP4432GL-Z;MP4432GL-Z;19.2256;5.8251;0
U10;EFM32PG23B210F256IM48-C;EFM32PG23B210F256IM48-C;51.9873;40.2376;90
U11;SST26WF064C-104I-MF;SST26WF064C-104I-MF;64.0000;44.5421;180
U12;MAX38640AELT;MAX38640AELT+T;32.9097;42.4773;270
U13;BGS12 ;BGS12 ;51.4974;24.5136;0
U14;TPS22915CYFPR;TPS22915CYFPR;29.9211;44.9860;0
U15;TPS22915CYFPR;TPS22915CYFPR;20.6950;43.3944;180
U3;LIS2DH12TR;LIS2DH12TR;51.8500;45.4250;90
U4;CXD5612GF-T2;CXD5612GF-T2;16.9384;43.4694;0
U5;MAX38640AENT;MAX38640AENT+;27.3000;43.0225;90
U6;SAFFB1G56KB0F0A;SAFFB1G56KB0F0A;7.8787;42.1694;90
U7;SAFFB1G56KB0F0A;SAFFB1G56KB0F0A;11.4253;44.2524;0
U8;BGA524N6E6327XTSA1;BGA524N6E6327XTSA1;9.5753;43.5986;180
U9;NLSX5014MUTAG;NLSX5014MUTAG;40.8000;36.2525;180
XTAL2;32.768KHZ;ECS-.327-9-12R-TR;46.5525;38.2052;270
Y2;26.000000M-2016;NT2016SA-26.000000MHZ-NBG2;20.5700;46.9444;180
